Direction,coded_direction,IWZ,Latitude,Longitude,Name,SegmentLength,Group,Group_new,ID,Linear-Reference,order,ProjectName,Portable,APS,Device,GID
NB,1,0,41.31748,-93.77894,IWZ3073 - I-35 NB @ MM 53.63,1.96,5b,Group 5b and 5.4,1,53.63,1,Project 5b/5.4,1,1,Sensor,62333
SB,2,0,41.317426,-93.779496,IWZ3073 - I-35 SB @ MM 53.63,1.96,5b,Group 5b and 5.4,2,53.63,1,Project 5b/5.4,1,0,Sensor,62333
NB,1,0,41.327493,-93.77969,IWZ 3520 NB,1.95,5b,Group 5b and 5.4,3,54,2,Project 5b/5.4,1,0,Sensor,62993
SB,2,0,41.327503,-93.780417,IWZ 3520 SB,1.95,5b,Group 5b and 5.4,4,54,2,Project 5b/5.4,1,1,Sensor,62992
NB,1,0,41.346667,-93.779167,IWZ 3063 NB,1,5b,Group 5b and 5.4,5,54.9,3,Project 5b/5.4,1,0,Sensor,64313
SB,2,0,41.346661,-93.779403,IWZ 3063 SB,1,5b,Group 5b and 5.4,6,54.9,3,Project 5b/5.4,1,1,Sensor,64313
NB,1,0,41.361938,-93.780089,IWZ 3084 NB,0.55,5b,Group 5b and 5.4,7,56,4,Project 5b/5.4,1,0,Sensor,65632
SB,2,0,41.361929,-93.780318,IWZ 3084 SB,0.55,5b,Group 5b and 5.4,8,56,4,Project 5b/5.4,1,1,Sensor,65632
NB,1,0,41.373877,-93.780449,IWZ629 - I-35 NB @ MM 57.55,2.585,5b,Group 5b and 5.4,9,57.55,5,Project 5b/5.4,1,0,Sensor,66292
SB,2,0,41.37389,-93.78105,IWZ629 - I-35 SB @ MM 57.55,2.585,5b,Group 5b and 5.4,10,57.55,5,Project 5b/5.4,1,1,Sensor,66292
NB,1,0,41.392145,-93.780338,IWZ3093 - I-35 NB @ MM 58.8,1.775,5b,Group 5b and 5.4,11,58.8,6,Project 5b/5.4,1,0,Sensor,67612
SB,2,0,41.39217,-93.78089,IWZ3093 - I-35 SB @ MM 58.8,1.775,5b,Group 5b and 5.4,12,58.8,6,Project 5b/5.4,1,1,Sensor,67612
NB,1,0,40.53759,-93.95653,IWZ3554 - I-35 NB @ MM 111.4 (IL,1.2,5d,Group 5d,1,-3.2,1,Project 5d,1,1,Sensor,10835
SB,2,0,40.53765,-93.957129,IWZ3554 - I-35 SB @ MM 111.4 (IL,4.475,5d,Group 5d,2,-3.2,1,Project 5d,1,0,Sensor,10835
NB,1,0,40.54743,-93.9537,IWZ3085 - I-35 NB @ MM 112 (IL),2.6,5d,Group 5d,3,-2.4,2,Project 5d,1,1,Sensor,11495
SB,2,0,40.547502,-93.954378,IWZ3085 - I-35 SB @ MM 112 (IL),0.4,5d,Group 5d,4,-2.4,2,Project 5d,1,0,Sensor,11495
NB,1,0,40.573961,-93.93848,IWZ3556 - I-35 NB @ IA-MO border,1.6,5d,Group 5d,5,0,3,Project 5d,1,1,Sensor,13477
SB,2,0,40.574094,-93.938814,IWZ3556 - I-35 SB @ IA-MO border,1,5d,Group 5d,6,0,3,Project 5d,1,0,Sensor,13477
NB,1,0,40.6057,-93.907819,IWZ3555 - I-35 NB @ south of US,4.475,5d,Group 5d,7,2,4,Project 5d,1,1,Sensor,15460
SB,2,0,40.605738,-93.908017,IWZ3555 - I-35 SB @ south of US,3.275,5d,Group 5d,8,2,4,Project 5d,1,0,Sensor,15460
NB,1,0,40.657131,-93.856725,IWZ3527 - I-35 NB @ Decatur Rest,2.275,5d,Group 5d,9,6.55,5,Project 5d,1,1,Sensor,18765
SB,2,0,40.657282,-93.857252,IWZ3527 - I-35 SB @ Decatur Rest,2.6,5d,Group 5d,10,6.55,5,Project 5d,1,0,Sensor,18765
EB,1,0,40.819661,-91.182641,IWZ 3066 EB,0.8,5f,Group 5f,11,259.6,1,Project 5f,1,0,Sensor,29592
WB,2,0,40.820404,-91.182151,IWZ 3066 WB,0.8,5f,Group 5f,10,259.6,1,Project 5f,1,1,Sensor,30252
EB,1,0,40.817838,-91.144389,IWZ 3507 EB,1.35,5f,Group 5f,12,261.2,2,Project 5f,1,0,Sensor,29596
WB,2,0,40.818358,-91.143984,IWZ 3507 WB,1.35,5f,Group 5f,9,261.2,2,Project 5f,1,1,Sensor,29596
EB,1,0,40.815747,-91.114556,IWZ 3087 EB,1.05,5f,Group 5f,13,262.3,3,Project 5f,1,0,Sensor,29599
WB,2,0,40.816484,-91.11442,IWZ 3087 WB,1.05,5f,Group 5f,8,262.3,3,Project 5f,1,1,Sensor,29599
EB,1,0,40.813455,-91.10113,IWZ 3516 EB,0.5,5f,Group 5f,14,263.3,4,Project 5f,1,0,Sensor,29600
WB,2,0,40.81388,-91.100851,IWZ 3516 WB,0.5,5f,Group 5f,7,263.3,4,Project 5f,1,1,Sensor,29600
NB,1,0,42.374169,-96.3536,I-29 SDSC-01 NB,0.825,g,Group 6 - 3.2 3a 3b - I29,3,139.35,1,Project 3ab,0,0,Sensor,132035
SB,2,0,42.373044,-96.352844,I-29 SDSC-01 SB,0.825,g,Group 6 - 3.2 3a 3b - I29,2,139.35,1,Project 3ab,0,0,Sensor,132035
NB,1,0,42.397017,-96.367033,I-29 SDSC-02 NB,1.2,g,Group 6 - 3.2 3a 3b - I29,5,141,2,Project 3ab,0,0,Sensor,133354
SB,2,0,42.397017,-96.367033,I-29 SDSC-02 SB,1.2,g,Group 6 - 3.2 3a 3b - I29,6,141,2,Project 3ab,0,0,Sensor,133354
NB,1,0,42.40775,-96.366,I-29 SDSC-03 NB,1.2,g,Group 6 - 3.2 3a 3b - I29,7,141.75,3,Project 3ab,0,0,Sensor,134014
SB,2,0,42.40775,-96.366,I-29 SDSC-03 SB,1.2,g,Group 6 - 3.2 3a 3b - I29,8,141.75,3,Project 3ab,0,0,Sensor,134014
NB,1,0,42.434756,-96.374921,I-29 SDSC-04 NB,1.275,g,Group 6 - 3.2 3a 3b - I29,14,143.4,4,Project 3ab,0,0,Sensor,135993
SB,2,0,42.43472,-96.375341,I-29 SDSC-04 SB,1.275,g,Group 6 - 3.2 3a 3b - I29,15,143.4,4,Project 3ab,0,0,Sensor,135993
NB,1,0,42.442033,-96.374867,I-29 SDSC-05 NB,0.755,g,Group 6 - 3.2 3a 3b - I29,17,144.3,5,Project 3ab,0,0,Sensor,136653
SB,2,0,42.442033,-96.374867,I-29 SDSC-05 SB,0.755,g,Group 6 - 3.2 3a 3b - I29,18,144.3,5,Project 3ab,0,0,Sensor,136653
NB,1,0,42.452221,-96.37575,I-29 SDSC-08 NB,0.725,g,Group 6 - 3.2 3a 3b - I29,22,144.91,6,Project 3ab,0,1,Sensor,137313
SB,2,0,42.452177,-96.37575,I-29 SDSC-08 SB,0.725,g,Group 6 - 3.2 3a 3b - I29,21,144.91,6,Project 3ab,0,0,Sensor,137313
NB,1,0,42.465139,-96.380015,I-29 SCDS-29 NB,0.695,g,Group 6 - 3.2 3a 3b - I29,27,145.75,7,Project 3ab,0,1,Sensor,137973
SB,2,0,42.465073,-96.380234,I-29 SCDS-29 SB,0.695,g,Group 6 - 3.2 3a 3b - I29,28,145.75,7,Project 3ab,0,0,Sensor,137973
NB,1,0,42.47055,-96.381503,I-29 SDSC-09 NB,0.865,g,Group 6 - 3.2 3a 3b - I29,29,146.3,8,Project 3ab,0,1,Sensor,138632
SB,2,0,42.47055,-96.381503,I-29 SDSC-09 SB,0.865,g,Group 6 - 3.2 3a 3b - I29,30,146.3,8,Project 3ab,0,0,Sensor,138632
NB,1,0,42.48628,-96.39409,I-29 SCDS-31 NB,0.775,g,Group 6 - 3.2 3a 3b - I29,391,147.48,9,Project 3ab,0,1,Sensor,139291
SB,2,0,42.48597,-96.39441,I-29 SCDS-31 SB,0.775,g,Group 6 - 3.2 3a 3b - I29,392,147.48,9,Project 3ab,0,0,Sensor,139291
NB,1,0,42.488633,-96.400033,I-29 SDSC-11 NB T,0.41,g,Group 6 - 3.2 3a 3b - I29,41,147.85,10,Project 3ab,1,1,Sensor,139291
SB,2,0,42.488633,-96.400033,I-29 SDSC-11 SB T,0.41,g,Group 6 - 3.2 3a 3b - I29,42,147.85,10,Project 3ab,1,0,Sensor,139290
NB,1,0,42.489597,-96.408422,I-29 SDSC-12 NB,0.425,g,Group 6 - 3.2 3a 3b - I29,46,148.3,11,Project 3ab,0,0,Sensor,139290
SB,2,0,42.489597,-96.408422,I-29 SDSC-12 SB,0.425,g,Group 6 - 3.2 3a 3b - I29,47,148.3,11,Project 3ab,0,1,Sensor,139290
NB,1,0,42.491953,-96.415821,I-29 SDSC-13 NB,0.265,g,Group 6 - 3.2 3a 3b - I29,50,148.7,12,Project 3ab,0,0,Sensor,139949
SB,2,0,42.491845,-96.415842,I-29 SDSC-13 SB,0.265,g,Group 6 - 3.2 3a 3b - I29,51,148.7,12,Project 3ab,0,1,Sensor,139949
NB,1,0,42.49213,-96.41834,DMTT06 - I-29 NB @ MM 148.83 T,0.175,g,Group 6 - 3.2 3a 3b - I29,52,148.83,13,Project 3ab,1,0,Sensor,139949
SB,2,0,42.49199,-96.41834,DMTT06 - I-29 SB @ MM 148.83 T,0.175,g,Group 6 - 3.2 3a 3b - I29,53,148.83,13,Project 3ab,1,1,Sensor,139949
NB,1,0,42.4922,-96.42477,I-29 SCDS-30 NB,0.61,g,Group 6 - 3.2 3a 3b - I29,54,149.05,14,Project 3ab,0,0,Sensor,139948
SB,2,0,42.49177,-96.42472,I-29 SCDS-30 SB,0.61,g,Group 6 - 3.2 3a 3b - I29,55,149.05,14,Project 3ab,0,1,Sensor,139948
NB,1,0,42.491501,-96.442117,I-29 SCDS-15 NB,0.725,g,Group 6 - 3.2 3a 3b - I29,60,150.05,15,Project 3ab,0,0,Sensor,139946
SB,2,0,42.491507,-96.442132,I-29 SCDS-15 SB,0.725,g,Group 6 - 3.2 3a 3b - I29,61,150.05,15,Project 3ab,0,1,Sensor,139946
NB,1,0,42.492661,-96.451133,I-29 SCDS-26 NB,0.565,g,Group 6 - 3.2 3a 3b - I29,62,150.5,16,Project 3ab,0,0,Sensor,139945
SB,2,0,42.492502,-96.451207,I-29 SCDS-26 SB,0.565,g,Group 6 - 3.2 3a 3b - I29,63,150.5,16,Project 3ab,0,0,Sensor,139945
NB,1,0,42.49365,-96.4629,I-29 SDSC-16 NB,0.54,g,Group 6 - 3.2 3a 3b - I29,64,151.18,17,Project 3ab,0,0,Sensor,139944
SB,2,0,42.491984,-96.46657,I-29 SDSC-16 SB,0.54,g,Group 6 - 3.2 3a 3b - I29,65,151.18,17,Project 3ab,0,0,Sensor,139944
NB,1,0,42.493958,-96.471704,I-29 SDSC-17 EB,75.215,g,Group 6 - 3.2 3a 3b - I29,66,151.58,18,Project 3ab,0,0,Sensor,139943
SB,2,0,42.493958,-96.471704,I-29 SDSC-17 WB,75.215,g,Group 6 - 3.2 3a 3b - I29,67,151.58,18,Project 3ab,0,0,Sensor,139943
EB,1,0,42.445121,-96.366577,US 20 SDSC-18 EB,75.04,h,Group 6 - 3.2 3a 3b - US20,2,0.75,1,Project 3ab,0,0,Sensor,136654
WB,2,0,42.445529,-96.366599,US 20 SDSC-18 WB,75.04,h,Group 6 - 3.2 3a 3b - US20,3,0.75,1,Project 3ab,0,1,Sensor,136654
EB,1,0,42.443619,-96.353037,US 20 SDSC-19 EB,0.63,h,Group 6 - 3.2 3a 3b - US20,4,1.5,2,Project 3ab,0,0,Sensor,136655
WB,2,0,42.443855,-96.353016,US 20 SDSC-19 WB,0.65,h,Group 6 - 3.2 3a 3b - US20,5,1.5,2,Project 3ab,0,0,Sensor,136655
EB,1,0,42.443726,-96.341643,US 20 SDSC-20 NB,0.55,h,Group 6 - 3.2 3a 3b - US20,6,2.01,3,Project 3ab,0,0,Sensor,136656
WB,2,0,42.444327,-96.341879,US 20 SDSC-20 SB,0.55,h,Group 6 - 3.2 3a 3b - US20,7,2.05,3,Project 3ab,0,0,Sensor,136656
EB,1,0,42.450315,-96.335269,US 20 SDSC-21 EB,0.595,h,Group 6 - 3.2 3a 3b - US20,8,2.6,4,Project 3ab,0,0,Sensor,137317
WB,2,0,42.450345,-96.335589,US 20 SDSC-21 WB,0.575,h,Group 6 - 3.2 3a 3b - US20,10,2.6,4,Project 3ab,0,0,Sensor,137317
EB,1,0,42.458038,-96.329262,US 20 SDSC-22 NB,0.8,h,Group 6 - 3.2 3a 3b - US20,12,3.2,5,Project 3ab,0,0,Sensor,137317
WB,2,0,42.458253,-96.329691,US 20 SDSC-22 SB,0.8,h,Group 6 - 3.2 3a 3b - US20,13,3.2,5,Project 3ab,0,0,Sensor,137317
EB,1,0,42.470076,-96.32349,US 20 SDSC-23 NB,0.5,h,Group 6 - 3.2 3a 3b - US20,14,4.2,6,Project 3ab,0,0,Sensor,138638
WB,2,0,42.470119,-96.323898,US 20 SDSC-23 SB,0.5,h,Group 6 - 3.2 3a 3b - US20,15,4.2,6,Project 3ab,0,0,Sensor,138638
EB,1,0,41.695649,-92.210834,IWZ3551-EB,0.5,6a,Group 6a,21,209,1,Project 6a,1,1,Sensor,0
WB,2,0,41.696173,-92.210849,IWZ3551-WB,0.5,6a,Group 6a,17,209,1,Project 6a,1,0,Sensor,0
EB,1,0,41.695758,-92.172658,IWZ3545-EB,1,6a,Group 6a,22,211,2,Project 6a,1,1,Sensor,0
WB,2,0,41.696378,-92.172665,IWZ3545-WB,1,6a,Group 6a,18,211,2,Project 6a,1,0,Sensor,0
EB,1,0,41.695577,-92.152854,IWZ3546-EB,3.5,6a,Group 6a,20,212,3,Project 6a,1,0,Sensor,0
WB,2,0,41.696232,-92.152861,IWZ3546-WB,3.5,6a,Group 6a,16,212,3,Project 6a,1,1,Sensor,0
EB,1,0,41.69276,-92.113902,IWZ3553-EB,2,6a,Group 6a,19,216,4,Project 6a,1,0,Sensor,0
WB,2,0,41.693324,-92.113842,IWZ3553-WB,2,6a,Group 6a,15,216,4,Project 6a,1,1,Sensor,0
NB,1,0,41.590319,-90.522906,IWZ3080-NB,0.65,6c,Group 6c,23,0.4,1,Project 6c,1,1,Sensor,81138
SB,2,0,41.590191,-90.523782,IWZ3080-SB,0.65,6c,Group 6c,29,0.4,1,Project 6c,1,0,Sensor,81138
NB,1,0,41.571016,-90.521794,I-74 NB from Crow Creek to 53rd,1.1,6c,Group 6c,24,1.7,2,Project 6c,0,1,Sensor,79818
SB,2,0,41.570944,-90.522576,I-74 SB from 53rd to 46th,1.1,6c,Group 6c,30,1.7,2,Project 6c,0,0,Sensor,79818
NB,1,0,41.559345,-90.522069,I-74 NB from Spruce Hills to Cro,0.7,6c,Group 6c,25,2.6,3,Project 6c,0,1,Sensor,78498
SB,2,0,41.560067,-90.522819,I-74 SB from 46th to Kimberly,0.7,6c,Group 6c,31,2.6,3,Project 6c,0,0,Sensor,79158
NB,1,0,41.551497,-90.521562,I-74 NB from Middle to Spruce Hi,0.55,6c,Group 6c,26,3.1,4,Project 6c,0,1,Sensor,78498
SB,2,0,41.550959,-90.521462,I-74 SB from Kimberly to Middle,0.55,6c,Group 6c,32,3.1,4,Project 6c,0,0,Sensor,78498
NB,1,0,41.543663,-90.518319,I-74 NB from Lincoln to Middle,0.3,6c,Group 6c,27,3.7,5,Project 6c,0,0,Sensor,77839
SB,2,0,41.543205,-90.518205,I-74 SB from Middle to Lincoln,0.3,6c,Group 6c,33,3.7,5,Project 6c,0,0,Sensor,77839
EB,1,0,41.596027,-90.507076,IWZ3076-EB,1,6d,Group 6d,48,299,1,Project 6d,1,1,Sensor,81140
WB,2,0,41.596622,-90.507079,IWZ3076-WB,1,6d,Group 6d,41,299,1,Project 6d,1,0,Sensor,81140
EB,1,0,41.596726,-90.463715,IWZ3079-EB,1.5,6d,Group 6d,47,301,2,Project 6d,1,1,Sensor,81144
WB,2,0,41.597322,-90.463733,IWZ3079-WB,1.5,6d,Group 6d,40,301,2,Project 6d,1,0,Sensor,81144
EB,1,0,41.59723,-90.434399,IWZ3542-EB,1,6d,Group 6d,46,302,3,Project 6d,1,0,Sensor,81147
WB,2,0,41.597789,-90.434393,IWZ3542-WB,1,6d,Group 6d,39,302,3,Project 6d,1,1,Sensor,81147
EB,1,0,41.597268,-90.425021,IWZ3077-EB,1,6d,Group 6d,45,303,4,Project 6d,1,0,Sensor,81148
WB,2,0,41.597998,-90.425042,IWZ3077-WB,1,6d,Group 6d,38,303,4,Project 6d,1,1,Sensor,81148
EB,1,0,41.596528,-90.402363,IWZ3068-EB,1.25,6d,Group 6d,44,304,5,Project 6d,1,0,Sensor,81150
WB,2,0,41.597199,-90.40226,IWZ3068-WB,1.25,6d,Group 6d,37,304,5,Project 6d,1,1,Sensor,81150
EB,1,0,41.594328,-90.381552,IWZ3088-EB,1,6d,Group 6d,43,305.5,6,Project 6d,1,0,Sensor,81152
WB,2,0,41.59495,-90.381469,IWZ3088-WB,1,6d,Group 6d,36,305.5,6,Project 6d,1,1,Sensor,81152
EB,1,0,41.58992,-90.371488,IWZ3078-EB,0.25,6d,Group 6d,42,306,7,Project 6d,1,0,Sensor,80493
WB,2,0,41.590177,-90.370569,IWZ3078-WB,0.25,6d,Group 6d,35,306,7,Project 6d,1,1,Sensor,81153
NB,1,0,41.723393,-91.642592,I-380 NB North of US 6 to 270th,1,6e,Group 6e,55,2,1,Project 6e,0,1,Sensor,89606
SB,2,0,41.723393,-91.642592,I-380 SB 270th St. to North of U,1,6e,Group 6e,62,2,1,Project 6e,0,0,Sensor,89606
NB,1,0,41.748819,-91.639173,I-380 NB 270th St. to North of P,2,6e,Group 6e,54,4,2,Project 6e,0,1,Sensor,90927
SB,2,0,41.748197,-91.645074,I-380 SB North of Penn to 270th,2,6e,Group 6e,61,4,2,Project 6e,0,0,Sensor,90926
NB,1,0,41.77577,-91.642756,I-380 NB North of Penn to North,1.25,6e,Group 6e,53,6,3,Project 6e,0,1,Sensor,92906
SB,2,0,41.775599,-91.649516,I-380 SB North of Swan Lake to N,1.25,6e,Group 6e,60,6,3,Project 6e,0,0,Sensor,92906
NB,1,0,41.792083,-91.646498,IWZ2005 - I-380 NB @ MM 6.82,0.375,6e,Group 6e,52,6.5,4,Project 6e,1,1,Sensor,94226
SB,2,0,41.792079,-91.647208,IWZ2005 - I-380 SB @ MM 6.82,0.375,6e,Group 6e,59,6.5,4,Project 6e,1,0,Sensor,94226
NB,1,0,41.801133,-91.642928,I-380 NB North of Swan Lake to N,0.75,6e,Group 6e,51,6.75,5,Project 6e,0,1,Sensor,94886
SB,2,0,41.800661,-91.649902,I-380 SB North of River to North,0.75,6e,Group 6e,58,6.75,5,Project 6e,0,0,Sensor,94886
NB,1,0,41.811168,-91.649686,IWZ 3062 NB,1.125,6e,Group 6e,50,8,6,Project 6e,1,1,Sensor,95546
SB,2,0,41.81098,-91.65034,IWZ 3062 SB,1.125,6e,Group 6e,57,8,6,Project 6e,1,0,Sensor,95545
NB,1,0,41.82523,-91.653507,I-380 NB North of River to 140th,0.5,6e,Group 6e,49,9,7,Project 6e,0,0,Sensor,96205
SB,2,0,41.824436,-91.661339,I-380 SB 140th St. to North of R,0.5,6e,Group 6e,56,9,7,Project 6e,0,0,Sensor,96204
NB,1,0,41.922373,-91.670288,I-380 CRDS04 NB,0.15,6gh,Group 6gh,1,16,1,Project 6gh,1,1,Sensor,102803
SB,2,0,41.922383,-91.670594,I-380 CRDS04 SB,0.15,6gh,Group 6gh,9,16,1,Project 6gh,1,0,Sensor,102803
NB,1,0,41.926586,-91.669819,I-380 CRDS05 NB,0.25,6gh,Group 6gh,2,16.3,2,Project 6gh,1,1,Sensor,102804
SB,2,0,41.926575,-91.67013,I-380 CRDS05 SB,0.25,6gh,Group 6gh,10,16.3,2,Project 6gh,1,0,Sensor,102803
NB,1,0,41.93013,-91.669431,I-380 CRDS06 NB,0.35,6gh,Group 6gh,3,16.5,3,Project 6gh,1,1,Sensor,103464
SB,2,0,41.930131,-91.66975,I-380 CRDS06 SB,0.35,6gh,Group 6gh,11,16.5,3,Project 6gh,1,0,Sensor,103464
NB,1,0,41.935362,-91.668843,I-380 CRDS08 NB,0.45,6gh,Group 6gh,4,17,4,Project 6gh,1,1,Sensor,103464
SB,2,0,41.935381,-91.669173,I-380 CRDS08 SB,0.45,6gh,Group 6gh,12,17,4,Project 6gh,1,0,Sensor,103464
NB,1,0,41.942217,-91.669755,I-380 CRDS09 NB,0.4,6gh,Group 6gh,5,17.4,5,Project 6gh,1,0,Sensor,104124
SB,2,0,41.942193,-91.670105,I-380 CRDS09 SB,0.4,6gh,Group 6gh,13,17.4,5,Project 6gh,1,1,Sensor,104123
NB,1,0,41.948064,-91.670818,I-380 CRDS10 NB,0.4,6gh,Group 6gh,6,17.8,6,Project 6gh,1,0,Sensor,104123
SB,2,0,41.948069,-91.671123,I-380 CRDS10 SB,0.4,6gh,Group 6gh,14,17.8,6,Project 6gh,1,1,Sensor,104123
NB,1,0,41.953294,-91.670765,I-380 CRDS11 NB,0.45,6gh,Group 6gh,7,18.2,7,Project 6gh,1,0,Sensor,104783
SB,2,0,41.953292,-91.671052,I-380 CRDS11 SB,0.45,6gh,Group 6gh,15,18.2,7,Project 6gh,1,1,Sensor,104783
NB,1,0,41.960379,-91.670648,I-380 CRDS12 NB,0.25,6gh,Group 6gh,8,18.7,8,Project 6gh,1,0,Sensor,105443
SB,2,0,41.960373,-91.670933,I-380 CRDS12 SB,0.25,6gh,Group 6gh,16,18.7,8,Project 6gh,1,1,Sensor,105443
EB,1,0,41.570944,-90.522576,I-74 SB from 53rd to 46th,0.395,n,Group 8 - 6.2 - I74,4,1.75,1,Project 6.2,0,0,Sensor,79818
WB,2,0,41.571016,-90.521794,I-74 NB from Crow Creek to 53rd,0.395,n,Group 8 - 6.2 - I74,3,1.75,1,Project 6.2,0,0,Sensor,79818
EB,1,0,41.560067,-90.522819,I-74 SB from 46th to Kimberly,0.69,n,Group 8 - 6.2 - I74,5,2.54,2,Project 6.2,0,1,Sensor,79158
WB,2,0,41.559345,-90.522069,I-74 NB from Spruce Hills to Cro,0.69,n,Group 8 - 6.2 - I74,6,2.54,2,Project 6.2,0,0,Sensor,78498
EB,1,0,41.550959,-90.521462,I-74 SB from Kimberly to Middle,0.715,n,Group 8 - 6.2 - I74,8,3.13,3,Project 6.2,0,1,Sensor,78498
WB,2,0,41.551497,-90.521562,I-74 NB from Middle to Spruce Hi,0.715,n,Group 8 - 6.2 - I74,7,3.13,3,Project 6.2,0,0,Sensor,78498
EB,1,0,41.543205,-90.518205,I-74 SB from Middle to Lincoln,0.725,n,Group 8 - 6.2 - I74,10,3.97,4,Project 6.2,0,1,Sensor,77839
WB,2,0,41.543663,-90.518319,I-74 NB from Lincoln to Middle,0.725,n,Group 8 - 6.2 - I74,9,3.97,4,Project 6.2,0,0,Sensor,77839
EB,1,0,41.535161,-90.516178,I-74 SB from Lincoln to Holmes,0.56,n,Group 8 - 6.2 - I74,12,4.58,5,Project 6.2,0,1,Sensor,77179
WB,2,0,41.53271,-90.515247,I-74 NB from Holmes to Lincoln,0.56,n,Group 8 - 6.2 - I74,13,4.58,5,Project 6.2,0,0,Sensor,77179
EB,1,0,41.523522,-90.513692,I-74 SB from Holmes to Isle Park,0.315,n,Group 8 - 6.2 - I74,15,5.09,6,Project 6.2,0,1,Sensor,76519
WB,2,0,41.5241,-90.513294,I-74 NB from Isle Park to Holmes,0.315,n,Group 8 - 6.2 - I74,14,5.09,6,Project 6.2,0,0,Sensor,76519
EB,1,0,41.520642,-90.513461,I-74 SB from Isle Parkway to Nor,0.16,n,Group 8 - 6.2 - I74,17,5.21,7,Project 6.2,0,0,Sensor,76519
WB,2,0,41.520668,-90.513062,I-74 NB from North Tower to Isle,0.22,n,Group 8 - 6.2 - I74,16,5.21,7,Project 6.2,0,0,Sensor,76519
EB,1,0,41.518611,-90.513418,I-74 SB from North Tower to Sout,0.16,n,Group 8 - 6.2 - I74,19,5.41,8,Project 6.2,0,0,Sensor,75859
EB,1,0,41.51708,-90.513256,I-74 SB from South Tower to Toll,0.12,n,Group 8 - 6.2 - I74,20,5.53,9,Project 6.2,0,0,Sensor,75859
WB,2,0,41.517076,-90.513071,I-74 NB from Toll Plaza to South,0.22,n,Group 8 - 6.2 - I74,21,5.53,8,Project 6.2,0,0,Sensor,75859
EB,1,0,41.514658,-90.513005,I-74 SB from Toll Plaza to 1st A,0.155,n,Group 8 - 6.2 - I74,24,5.65,10,Project 6.2,0,0,Sensor,75859
WB,2,0,41.514772,-90.512868,I-74 NB from 1st Ave to Toll Pla,0.155,n,Group 8 - 6.2 - I74,23,5.65,9,Project 6.2,0,0,Sensor,75859
EB,1,0,41.511704,-90.512657,I-74 SB from 1st Ave to 4th Ave,0.21,n,Group 8 - 6.2 - I74,25,5.84,11,Project 6.2,0,0,Sensor,#N/A
WB,2,0,41.511422,-90.512366,I-74 NB from 4th Ave to 1st Ave,0.21,n,Group 8 - 6.2 - I74,26,5.84,10,Project 6.2,0,1,Sensor,75859
EB,1,0,41.508562,-90.50979,I-74 SB from 4th Ave to 7th Ave,0.325,n,Group 8 - 6.2 - I74,28,6.07,12,Project 6.2,0,0,Sensor,#N/A
WB,2,0,41.508586,-90.509598,I-74 NB from 7th Ave to 4th Ave,0.325,n,Group 8 - 6.2 - I74,27,6.07,11,Project 6.2,0,1,Sensor,#N/A
EB,1,0,41.502147,-90.508516,I-74 SB from 7th Ave to 12th Ave,0.46,n,Group 8 - 6.2 - I74,30,6.49,13,Project 6.2,0,0,Sensor,75200
WB,2,0,41.501697,-90.508085,I-74 NB from 12th Ave to 7th Ave,0.46,n,Group 8 - 6.2 - I74,31,6.49,12,Project 6.2,0,1,Sensor,75200
EB,1,0,41.4944,-90.506575,I-74 SB from 12th Ave to Ave of,0.25,n,Group 8 - 6.2 - I74,32,6.99,14,Project 6.2,0,0,Sensor,74540
WB,2,0,41.493539,-90.505899,I-74 NB from Ave of the Cities t,0.25,n,Group 8 - 6.2 - I74,33,6.99,13,Project 6.2,0,1,Sensor,74540
